--- TABLA: PERSONA ---
dni|nombre|apellido|edad|nacionalidad
10000532B|Nombre_532|Apellido_532|69|Mexicana
10000533G|Nombre_533|Apellido_533|53|Colombiana
10000534Z|Nombre_534|Apellido_534|37|Española
10000535H|Nombre_535|Apellido_535|33|Española
10000536H|Nombre_536|Apellido_536|27|Argentina
10000537Q|Nombre_537|Apellido_537|53|Argentina
10000538V|Nombre_538|Apellido_538|49|Mexicana
10000539D|Nombre_539|Apellido_539|21|Argentina
10000540P|Nombre_540|Apellido_540|83|Española
10000541R|Nombre_541|Apellido_541|70|Colombiana
10000542F|Nombre_542|Apellido_542|72|Mexicana
10000543G|Nombre_543|Apellido_543|85|Argentina
10000544F|Nombre_544|Apellido_544|19|Argentina
10000545A|Nombre_545|Apellido_545|61|Colombiana
10000546V|Nombre_546|Apellido_546|36|Española
10000547T|Nombre_547|Apellido_547|29|Mexicana
10000548T|Nombre_548|Apellido_548|35|Chilena
10000549T|Nombre_549|Apellido_549|69|Española
10000550Q|Nombre_550|Apellido_550|56|Mexicana
10000551B|Nombre_551|Apellido_551|66|Mexicana
10000552P|Nombre_552|Apellido_552|35|Mexicana
10000553K|Nombre_553|Apellido_553|66|Mexicana
10000554Y|Nombre_554|Apellido_554|20|Mexicana
10000555G|Nombre_555|Apellido_555|57|Mexicana
10000556J|Nombre_556|Apellido_556|27|Chilena
10000557X|Nombre_557|Apellido_557|66|Chilena
10000558R|Nombre_558|Apellido_558|75|Mexicana
10000559V|Nombre_559|Apellido_559|47|Chilena
10000560F|Nombre_560|Apellido_560|77|Mexicana
10000561E|Nombre_561|Apellido_561|56|Mexicana
10000562G|Nombre_562|Apellido_562|57|Mexicana
10000563D|Nombre_563|Apellido_563|82|Argentina
10000564T|Nombre_564|Apellido_564|60|Española
10000565N|Nombre_565|Apellido_565|23|Mexicana
10000566J|Nombre_566|Apellido_566|82|Chilena
10000567K|Nombre_567|Apellido_567|22|Española
10000568X|Nombre_568|Apellido_568|53|Chilena
10000569M|Nombre_569|Apellido_569|48|Argentina
10000570N|Nombre_570|Apellido_570|60|Española
10000571E|Nombre_571|Apellido_571|76|Española
10000572E|Nombre_572|Apellido_572|20|Colombiana
10000573S|Nombre_573|Apellido_573|23|Colombiana
10000574F|Nombre_574|Apellido_574|48|Española
10000575F|Nombre_575|Apellido_575|56|Argentina
10000576W|Nombre_576|Apellido_576|59|Argentina
10000577N|Nombre_577|Apellido_577|66|Española
10000578Z|Nombre_578|Apellido_578|74|Chilena
10000579X|Nombre_579|Apellido_579|35|Mexicana
10000580R|Nombre_580|Apellido_580|29|Argentina
10000581S|Nombre_581|Apellido_581|35|Argentina
10000582N|Nombre_582|Apellido_582|83|Española
10000583E|Nombre_583|Apellido_583|48|Española
10000584R|Nombre_584|Apellido_584|25|Colombiana
10000585D|Nombre_585|Apellido_585|31|Argentina
10000586Z|Nombre_586|Apellido_586|45|Mexicana
10000587P|Nombre_587|Apellido_587|52|Española
10000588H|Nombre_588|Apellido_588|35|Argentina
10000589N|Nombre_589|Apellido_589|24|Colombiana
10000590X|Nombre_590|Apellido_590|34|Mexicana
10000591J|Nombre_591|Apellido_591|56|Mexicana
10000592A|Nombre_592|Apellido_592|81|Chilena
10000593R|Nombre_593|Apellido_593|57|Argentina
10000594A|Nombre_594|Apellido_594|74|Colombiana
10000595N|Nombre_595|Apellido_595|73|Mexicana
10000596Z|Nombre_596|Apellido_596|66|Mexicana
10000597F|Nombre_597|Apellido_597|85|Colombiana
10000598J|Nombre_598|Apellido_598|33|Chilena
10000599Z|Nombre_599|Apellido_599|84|Chilena
10000600R|Nombre_600|Apellido_600|59|Mexicana
10000601G|Nombre_601|Apellido_601|25|Española
10000602Z|Nombre_602|Apellido_602|81|Española
10000603X|Nombre_603|Apellido_603|66|Chilena
10000604N|Nombre_604|Apellido_604|32|Mexicana
10000605Q|Nombre_605|Apellido_605|80|Colombiana
10000606H|Nombre_606|Apellido_606|64|Española
10000607G|Nombre_607|Apellido_607|85|Colombiana
10000608P|Nombre_608|Apellido_608|63|Colombiana
10000609W|Nombre_609|Apellido_609|49|Colombiana
10000610B|Nombre_610|Apellido_610|79|Chilena
10000611Y|Nombre_611|Apellido_611|63|Mexicana
10000612R|Nombre_612|Apellido_612|23|Argentina
10000613T|Nombre_613|Apellido_613|68|Colombiana
10000614Q|Nombre_614|Apellido_614|27|Mexicana
10000615M|Nombre_615|Apellido_615|67|Española
10000616T|Nombre_616|Apellido_616|58|Mexicana
10000617T|Nombre_617|Apellido_617|36|Argentina
10000618X|Nombre_618|Apellido_618|31|Española
10000619G|Nombre_619|Apellido_619|20|Colombiana
10000620X|Nombre_620|Apellido_620|54|Argentina
10000621Y|Nombre_621|Apellido_621|63|Chilena
10000622P|Nombre_622|Apellido_622|48|Colombiana
10000623T|Nombre_623|Apellido_623|59|Mexicana
10000624Q|Nombre_624|Apellido_624|37|Colombiana
10000625Y|Nombre_625|Apellido_625|42|Chilena
10000626X|Nombre_626|Apellido_626|50|Colombiana
10000627X|Nombre_627|Apellido_627|50|Española
10000628N|Nombre_628|Apellido_628|38|Colombiana
10000629E|Nombre_629|Apellido_629|64|Chilena
10000630W|Nombre_630|Apellido_630|69|Mexicana
10000631N|Nombre_631|Apellido_631|66|Chilena
10000632Z|Nombre_632|Apellido_632|23|Colombiana
10000633A|Nombre_633|Apellido_633|66|Mexicana
10000634W|Nombre_634|Apellido_634|21|Mexicana
10000635Z|Nombre_635|Apellido_635|48|Chilena
10000636V|Nombre_636|Apellido_636|82|Colombiana
10000637V|Nombre_637|Apellido_637|31|Chilena
10000638P|Nombre_638|Apellido_638|47|Colombiana
10000639C|Nombre_639|Apellido_639|22|Argentina
10000640V|Nombre_640|Apellido_640|27|Española
10000641G|Nombre_641|Apellido_641|23|Colombiana
10000642B|Nombre_642|Apellido_642|41|Colombiana
10000643P|Nombre_643|Apellido_643|38|Española
10000644C|Nombre_644|Apellido_644|42|Mexicana
10000645K|Nombre_645|Apellido_645|31|Argentina
10000646M|Nombre_646|Apellido_646|48|Española
10000647V|Nombre_647|Apellido_647|31|Mexicana
10000648Z|Nombre_648|Apellido_648|75|Argentina
10000649L|Nombre_649|Apellido_649|34|Argentina
10000650N|Nombre_650|Apellido_650|38|Argentina
10000651X|Nombre_651|Apellido_651|55|Argentina
10000652W|Nombre_652|Apellido_652|56|Colombiana
10000653J|Nombre_653|Apellido_653|84|Argentina
10000654E|Nombre_654|Apellido_654|46|Colombiana
10000655Q|Nombre_655|Apellido_655|73|Colombiana
10000656A|Nombre_656|Apellido_656|67|Española
10000657Y|Nombre_657|Apellido_657|33|Mexicana
10000658Q|Nombre_658|Apellido_658|48|Española
10000659M|Nombre_659|Apellido_659|21|Española
10000660T|Nombre_660|Apellido_660|85|Colombiana
10000661M|Nombre_661|Apellido_661|38|Argentina
10000662P|Nombre_662|Apellido_662|71|Argentina
10000663E|Nombre_663|Apellido_663|64|Mexicana
10000664Z|Nombre_664|Apellido_664|28|Chilena
10000665V|Nombre_665|Apellido_665|49|Española
10000666C|Nombre_666|Apellido_666|28|Mexicana
10000667F|Nombre_667|Apellido_667|82|Española
10000668C|Nombre_668|Apellido_668|47|Española
10000669B|Nombre_669|Apellido_669|46|Española
10000670B|Nombre_670|Apellido_670|60|Chilena
10000671Q|Nombre_671|Apellido_671|59|Argentina
10000672J|Nombre_672|Apellido_672|51|Colombiana
10000673W|Nombre_673|Apellido_673|49|Chilena
10000674E|Nombre_674|Apellido_674|77|Española
10000675G|Nombre_675|Apellido_675|40|Colombiana
10000676N|Nombre_676|Apellido_676|42|Colombiana
10000677Q|Nombre_677|Apellido_677|46|Española
10000678Y|Nombre_678|Apellido_678|55|Argentina
10000679L|Nombre_679|Apellido_679|23|Española
10000680F|Nombre_680|Apellido_680|54|Española
10000681R|Nombre_681|Apellido_681|33|Chilena
10000682D|Nombre_682|Apellido_682|28|Chilena
10000683D|Nombre_683|Apellido_683|41|Colombiana
10000684J|Nombre_684|Apellido_684|49|Española
10000685Y|Nombre_685|Apellido_685|82|Argentina
10000686S|Nombre_686|Apellido_686|85|Española
10000687R|Nombre_687|Apellido_687|46|Argentina
10000688S|Nombre_688|Apellido_688|85|Chilena
10000689V|Nombre_689|Apellido_689|84|Española
10000690V|Nombre_690|Apellido_690|70|Chilena
10000691P|Nombre_691|Apellido_691|62|Colombiana
10000692B|Nombre_692|Apellido_692|76|Argentina
10000693R|Nombre_693|Apellido_693|29|Mexicana
10000694X|Nombre_694|Apellido_694|54|Española
10000695J|Nombre_695|Apellido_695|19|Chilena
10000696G|Nombre_696|Apellido_696|25|Colombiana
10000697Z|Nombre_697|Apellido_697|45|Española
10000698D|Nombre_698|Apellido_698|45|Argentina
10000699Y|Nombre_699|Apellido_699|32|Mexicana
10000700M|Nombre_700|Apellido_700|44|Mexicana
10000701X|Nombre_701|Apellido_701|40|Española
10000702P|Nombre_702|Apellido_702|31|Argentina
10000703S|Nombre_703|Apellido_703|37|Mexicana
10000704C|Nombre_704|Apellido_704|34|Española
10000705H|Nombre_705|Apellido_705|23|Colombiana
10000706M|Nombre_706|Apellido_706|82|Chilena
10000707W|Nombre_707|Apellido_707|63|Chilena
10000708X|Nombre_708|Apellido_708|81|Colombiana
10000709H|Nombre_709|Apellido_709|20|Colombiana
10000710L|Nombre_710|Apellido_710|74|Mexicana
10000711N|Nombre_711|Apellido_711|65|Española
10000712R|Nombre_712|Apellido_712|18|Chilena
10000713D|Nombre_713|Apellido_713|58|Española
10000714W|Nombre_714|Apellido_714|35|Chilena
10000715A|Nombre_715|Apellido_715|83|Mexicana
10000716F|Nombre_716|Apellido_716|43|Colombiana
10000717C|Nombre_717|Apellido_717|57|Chilena
10000718M|Nombre_718|Apellido_718|46|Argentina
10000719N|Nombre_719|Apellido_719|64|Chilena
10000720Q|Nombre_720|Apellido_720|61|Argentina
10000721F|Nombre_721|Apellido_721|63|Española
10000722A|Nombre_722|Apellido_722|52|Colombiana
10000723R|Nombre_723|Apellido_723|48|Mexicana
10000724R|Nombre_724|Apellido_724|56|Española
10000725P|Nombre_725|Apellido_725|67|Argentina
10000726G|Nombre_726|Apellido_726|67|Mexicana
10000727A|Nombre_727|Apellido_727|51|Mexicana
10000728A|Nombre_728|Apellido_728|18|Chilena
10000729M|Nombre_729|Apellido_729|50|Española
10000730Q|Nombre_730|Apellido_730|41|Colombiana
10000731A|Nombre_731|Apellido_731|80|Española
10000732S|Nombre_732|Apellido_732|23|Argentina
10000733G|Nombre_733|Apellido_733|57|Chilena
10000734X|Nombre_734|Apellido_734|18|Mexicana
10000735G|Nombre_735|Apellido_735|75|Colombiana
10000736D|Nombre_736|Apellido_736|43|Mexicana
10000737G|Nombre_737|Apellido_737|65|Mexicana
10000738G|Nombre_738|Apellido_738|80|Colombiana
10000739R|Nombre_739|Apellido_739|20|Argentina
10000740V|Nombre_740|Apellido_740|21|Chilena
10000741J|Nombre_741|Apellido_741|61|Chilena
10000742R|Nombre_742|Apellido_742|36|Chilena
10000743Z|Nombre_743|Apellido_743|75|Argentina
10000744N|Nombre_744|Apellido_744|47|Argentina
10000745E|Nombre_745|Apellido_745|44|Chilena
10000746A|Nombre_746|Apellido_746|85|Española
10000747D|Nombre_747|Apellido_747|73|Argentina
10000748S|Nombre_748|Apellido_748|67|Chilena
10000749T|Nombre_749|Apellido_749|51|Española
10000750B|Nombre_750|Apellido_750|65|Chilena
10000751K|Nombre_751|Apellido_751|74|Chilena
10000752M|Nombre_752|Apellido_752|78|Mexicana
10000753T|Nombre_753|Apellido_753|27|Argentina
10000754C|Nombre_754|Apellido_754|68|Argentina
10000755D|Nombre_755|Apellido_755|75|Mexicana
10000756D|Nombre_756|Apellido_756|52|Española
10000757T|Nombre_757|Apellido_757|81|Española
10000758J|Nombre_758|Apellido_758|82|Argentina
10000759Y|Nombre_759|Apellido_759|30|Española
10000760T|Nombre_760|Apellido_760|80|Española
10000761R|Nombre_761|Apellido_761|25|Colombiana
10000762J|Nombre_762|Apellido_762|43|Argentina
10000763K|Nombre_763|Apellido_763|32|Argentina
10000764B|Nombre_764|Apellido_764|38|Chilena
10000765R|Nombre_765|Apellido_765|30|Española
10000766G|Nombre_766|Apellido_766|53|Mexicana
10000767A|Nombre_767|Apellido_767|29|Chilena
10000768R|Nombre_768|Apellido_768|76|Mexicana
10000769N|Nombre_769|Apellido_769|33|Chilena
10000770X|Nombre_770|Apellido_770|24|Chilena
10000771T|Nombre_771|Apellido_771|48|Mexicana
10000772T|Nombre_772|Apellido_772|65|Española
10000773Z|Nombre_773|Apellido_773|74|Chilena
10000774E|Nombre_774|Apellido_774|26|Mexicana
10000775Z|Nombre_775|Apellido_775|39|Mexicana
10000776N|Nombre_776|Apellido_776|57|Argentina
10000777K|Nombre_777|Apellido_777|55|Colombiana
10000778Q|Nombre_778|Apellido_778|28|Mexicana
10000779K|Nombre_779|Apellido_779|59|Colombiana
10000780B|Nombre_780|Apellido_780|34|Española
10000781E|Nombre_781|Apellido_781|58|Española
10000782W|Nombre_782|Apellido_782|76|Mexicana
10000783S|Nombre_783|Apellido_783|66|Chilena
10000784W|Nombre_784|Apellido_784|30|Mexicana
10000785K|Nombre_785|Apellido_785|76|Colombiana
10000786B|Nombre_786|Apellido_786|32|Colombiana
10000787Y|Nombre_787|Apellido_787|19|Mexicana
10000788Q|Nombre_788|Apellido_788|32|Mexicana
10000789F|Nombre_789|Apellido_789|67|Colombiana
10000790K|Nombre_790|Apellido_790|21|Chilena
10000791F|Nombre_791|Apellido_791|20|Mexicana
10000792Q|Nombre_792|Apellido_792|81|Chilena
10000793Z|Nombre_793|Apellido_793|59|Mexicana
10000794J|Nombre_794|Apellido_794|73|Chilena
10000795P|Nombre_795|Apellido_795|46|Española
10000796V|Nombre_796|Apellido_796|19|Española
10000797J|Nombre_797|Apellido_797|58|Española
10000798B|Nombre_798|Apellido_798|36|Argentina
10000799T|Nombre_799|Apellido_799|58|Mexicana
10000800R|Nombre_800|Apellido_800|85|Argentina
10000801K|Nombre_801|Apellido_801|49|Chilena
10000802L|Nombre_802|Apellido_802|66|Argentina
10000803Y|Nombre_803|Apellido_803|35|Española
10000804Q|Nombre_804|Apellido_804|33|Argentina
10000805X|Nombre_805|Apellido_805|80|Chilena
10000806S|Nombre_806|Apellido_806|80|Chilena
10000807N|Nombre_807|Apellido_807|64|Argentina
10000808D|Nombre_808|Apellido_808|68|Española
10000809K|Nombre_809|Apellido_809|64|Española
10000810P|Nombre_810|Apellido_810|44|Chilena
10000811Z|Nombre_811|Apellido_811|80|Española
10000812C|Nombre_812|Apellido_812|21|Mexicana
10000813H|Nombre_813|Apellido_813|75|Colombiana
10000814E|Nombre_814|Apellido_814|71|Argentina
10000815V|Nombre_815|Apellido_815|80|Argentina
10000816J|Nombre_816|Apellido_816|81|Colombiana
10000817G|Nombre_817|Apellido_817|77|Mexicana
10000818G|Nombre_818|Apellido_818|37|Argentina
10000819Z|Nombre_819|Apellido_819|36|Argentina
10000820X|Nombre_820|Apellido_820|70|Argentina
10000821Y|Nombre_821|Apellido_821|50|Chilena
10000822L|Nombre_822|Apellido_822|52|Española
10000823N|Nombre_823|Apellido_823|40|Mexicana
10000824G|Nombre_824|Apellido_824|67|Argentina
10000825R|Nombre_825|Apellido_825|39|Chilena
10000826Q|Nombre_826|Apellido_826|19|Argentina
10000827W|Nombre_827|Apellido_827|22|Chilena
10000828Y|Nombre_828|Apellido_828|76|Argentina
10000829B|Nombre_829|Apellido_829|70|Mexicana
10000830G|Nombre_830|Apellido_830|61|Chilena
10000831C|Nombre_831|Apellido_831|20|Mexicana
10000832Z|Nombre_832|Apellido_832|33|Chilena
10000833V|Nombre_833|Apellido_833|30|Colombiana
10000834K|Nombre_834|Apellido_834|36|Mexicana
10000835T|Nombre_835|Apellido_835|27|Española
10000836D|Nombre_836|Apellido_836|68|Colombiana
10000837W|Nombre_837|Apellido_837|55|Colombiana
10000838M|Nombre_838|Apellido_838|81|Mexicana
10000839S|Nombre_839|Apellido_839|25|Argentina
10000840K|Nombre_840|Apellido_840|45|Española
10000841C|Nombre_841|Apellido_841|20|Chilena
10000842J|Nombre_842|Apellido_842|84|Española
10000843N|Nombre_843|Apellido_843|80|Colombiana
10000844E|Nombre_844|Apellido_844|46|Mexicana
10000845F|Nombre_845|Apellido_845|70|Chilena
10000846B|Nombre_846|Apellido_846|71|Española
10000847L|Nombre_847|Apellido_847|62|Argentina
10000848P|Nombre_848|Apellido_848|78|Española
10000849P|Nombre_849|Apellido_849|55|Chilena
10000850H|Nombre_850|Apellido_850|19|Argentina
10000851P|Nombre_851|Apellido_851|75|Colombiana
10000852L|Nombre_852|Apellido_852|79|Española
10000853G|Nombre_853|Apellido_853|35|Mexicana
10000854B|Nombre_854|Apellido_854|22|Chilena
10000855C|Nombre_855|Apellido_855|41|Chilena
10000856M|Nombre_856|Apellido_856|34|Argentina
10000857M|Nombre_857|Apellido_857|61|Española
10000858Y|Nombre_858|Apellido_858|85|Argentina
10000859P|Nombre_859|Apellido_859|65|Argentina
10000860J|Nombre_860|Apellido_860|25|Mexicana
10000861Z|Nombre_861|Apellido_861|56|Argentina
10000862K|Nombre_862|Apellido_862|37|Chilena
10000863K|Nombre_863|Apellido_863|64|Mexicana
10000864D|Nombre_864|Apellido_864|37|Mexicana
10000865T|Nombre_865|Apellido_865|25|Española
10000866Z|Nombre_866|Apellido_866|68|Mexicana
10000867J|Nombre_867|Apellido_867|35|Argentina
10000868B|Nombre_868|Apellido_868|61|Española
10000869Z|Nombre_869|Apellido_869|83|Argentina
10000870D|Nombre_870|Apellido_870|37|Chilena
10000871J|Nombre_871|Apellido_871|72|Colombiana
10000872P|Nombre_872|Apellido_872|80|Colombiana
10000873G|Nombre_873|Apellido_873|59|Mexicana
10000874B|Nombre_874|Apellido_874|40|Chilena
10000875D|Nombre_875|Apellido_875|80|Mexicana
10000876B|Nombre_876|Apellido_876|81|Colombiana
10000877W|Nombre_877|Apellido_877|54|Mexicana
10000878S|Nombre_878|Apellido_878|65|Argentina
10000879C|Nombre_879|Apellido_879|32|Mexicana
10000880N|Nombre_880|Apellido_880|48|Española
10000881Y|Nombre_881|Apellido_881|77|Chilena
10000882J|Nombre_882|Apellido_882|52|Española
10000883F|Nombre_883|Apellido_883|25|Chilena
10000884F|Nombre_884|Apellido_884|72|Colombiana
10000885E|Nombre_885|Apellido_885|67|Argentina
10000886F|Nombre_886|Apellido_886|71|Chilena
10000887Z|Nombre_887|Apellido_887|56|Mexicana
10000888N|Nombre_888|Apellido_888|76|Mexicana
10000889R|Nombre_889|Apellido_889|64|Chilena
10000890L|Nombre_890|Apellido_890|25|Mexicana
10000891F|Nombre_891|Apellido_891|59|Argentina
10000892W|Nombre_892|Apellido_892|38|Española
10000893H|Nombre_893|Apellido_893|73|Española
10000894Y|Nombre_894|Apellido_894|42|Colombiana
10000895K|Nombre_895|Apellido_895|69|Argentina
10000896P|Nombre_896|Apellido_896|22|Mexicana
10000897H|Nombre_897|Apellido_897|37|Colombiana
10000898R|Nombre_898|Apellido_898|48|Mexicana
10000899S|Nombre_899|Apellido_899|37|Española
10000900S|Nombre_900|Apellido_900|73|Argentina
10000901D|Nombre_901|Apellido_901|59|Chilena
10000902E|Nombre_902|Apellido_902|83|Mexicana
10000903G|Nombre_903|Apellido_903|38|Argentina
10000904X|Nombre_904|Apellido_904|20|Mexicana
10000905A|Nombre_905|Apellido_905|37|Argentina
10000906R|Nombre_906|Apellido_906|55|Mexicana
10000907B|Nombre_907|Apellido_907|81|Española
10000908T|Nombre_908|Apellido_908|58|Española
10000909W|Nombre_909|Apellido_909|63|Española
10000910D|Nombre_910|Apellido_910|22|Argentina
10000911L|Nombre_911|Apellido_911|36|Colombiana
10000912K|Nombre_912|Apellido_912|79|Argentina
10000913M|Nombre_913|Apellido_913|18|Colombiana
10000914Q|Nombre_914|Apellido_914|67|Chilena
10000915H|Nombre_915|Apellido_915|31|Argentina
10000916N|Nombre_916|Apellido_916|22|Española
10000917T|Nombre_917|Apellido_917|21|Mexicana
10000918K|Nombre_918|Apellido_918|33|Chilena
10000919B|Nombre_919|Apellido_919|53|Argentina
10000920E|Nombre_920|Apellido_920|78|Colombiana
10000921M|Nombre_921|Apellido_921|53|Chilena
10000922D|Nombre_922|Apellido_922|63|Chilena
10000923Q|Nombre_923|Apellido_923|43|Mexicana
10000924J|Nombre_924|Apellido_924|82|Chilena
10000925J|Nombre_925|Apellido_925|39|Colombiana
10000926M|Nombre_926|Apellido_926|46|Argentina
10000927G|Nombre_927|Apellido_927|77|Chilena
10000928T|Nombre_928|Apellido_928|78|Argentina
10000929K|Nombre_929|Apellido_929|67|Argentina
10000930P|Nombre_930|Apellido_930|68|Mexicana
10000931A|Nombre_931|Apellido_931|61|Argentina
10000932V|Nombre_932|Apellido_932|26|Argentina
10000933V|Nombre_933|Apellido_933|36|Chilena
10000934N|Nombre_934|Apellido_934|72|Argentina
10000935D|Nombre_935|Apellido_935|47|Mexicana
10000936N|Nombre_936|Apellido_936|51|Mexicana
10000937X|Nombre_937|Apellido_937|21|Española
10000938Y|Nombre_938|Apellido_938|59|Española
10000939N|Nombre_939|Apellido_939|44|Española
10000940N|Nombre_940|Apellido_940|43|Chilena
10000941G|Nombre_941|Apellido_941|25|Colombiana
10000942L|Nombre_942|Apellido_942|19|Mexicana
10000943N|Nombre_943|Apellido_943|38|Argentina
10000944J|Nombre_944|Apellido_944|73|Colombiana
10000945E|Nombre_945|Apellido_945|51|Colombiana
10000946X|Nombre_946|Apellido_946|64|Colombiana
10000947Q|Nombre_947|Apellido_947|35|Argentina
10000948X|Nombre_948|Apellido_948|79|Española
10000949A|Nombre_949|Apellido_949|61|Mexicana
10000950F|Nombre_950|Apellido_950|85|Argentina
10000951S|Nombre_951|Apellido_951|52|Española
10000952H|Nombre_952|Apellido_952|44|Colombiana
10000953B|Nombre_953|Apellido_953|57|Argentina
10000954Z|Nombre_954|Apellido_954|70|Argentina
10000955Q|Nombre_955|Apellido_955|67|Argentina
10000956F|Nombre_956|Apellido_956|58|Chilena
10000957S|Nombre_957|Apellido_957|48|Mexicana
10000958Y|Nombre_958|Apellido_958|56|Argentina
10000959E|Nombre_959|Apellido_959|59|Española
10000960B|Nombre_960|Apellido_960|74|Argentina
10000961W|Nombre_961|Apellido_961|57|Argentina
10000962M|Nombre_962|Apellido_962|33|Chilena
10000963R|Nombre_963|Apellido_963|60|Española
10000964P|Nombre_964|Apellido_964|63|Mexicana
10000965C|Nombre_965|Apellido_965|56|Española
10000966L|Nombre_966|Apellido_966|24|Mexicana
10000967L|Nombre_967|Apellido_967|75|Colombiana
10000968G|Nombre_968|Apellido_968|37|Mexicana
10000969P|Nombre_969|Apellido_969|59|Española
10000970N|Nombre_970|Apellido_970|51|Mexicana
